id,title,description,label,label_text
16341,ITALY'S BANCA COMMERCIALE TO LAUNCH EUROLIRE BONDS,"State bank Banca Commerciale Italiana (BCI) said it is launching a 50 billion lire eurobond on behalf of Merrill Lynch & Co. Due May 26, 1992 paying 10 pct and priced at 100 -1/2 pct. BCI said in a statement that it is leading an international underwriting consortium of 25 banks and financial institutions. The bank said Merrill Lynch International and Co is co-lead manager. The non-callable bond is available in denominations of two mln lire and will be listed in Luxembourg, BCI said. REUTER",5,other
1103,SAATCHI AND SAATCHI BUYS CLEVELAND CONSULTING,"Advertising agents Saatchi and Saatchi Co Plc <SACHY> said it was buying <Cleveland Consulting Associates Inc> for an initial consideration of 2.0 mln dlrs. Additional payments may be made annually through the year ending March 31, 1991 to bring the total consideration up to 9.5 pct of Cleveland's average post-tax profits in the last two years of the period. The purchase of Cleveland is a further step in Saatchi and Saatchi's fast growing consulting industry, the company said. It said its consulting operations now provide a platform for major future expansion. For the 12 months ended 31 March 1986, Cleveland had 479,000 dlrs in pretax profits and forecasts one mln for 1987. At the Saatchi and Saatchi annual meeting today, the company reported a particularly strong start to the current year, with profits sharply higher than the same period last year. Saatchi and Saatchi shares rose one pence on the Cleveland announcement to 885p after yesterday's 870p close. Reuter",1,acq
4625,U.S. OFFICIALS DISAGREE ON REDUCING BUDGET DEFICIT,"Senior U.S. Economic officials disagree on the likelihood the government can meet its budget deficit reduction targets. Beryl Sprinkel, chairman of the Council of Economic Advisers, reiterated the Reagan Administration's opposition to a tax increase and its pledge to reduce the deficit by cutting spending and fostering economic growth. By contrast, Rudolph Penner, Director of the Congressional Budget Office, said the budget process has broken down and the deficit will remain close to 200 billion dlrs for fiscal 1987. Sprinkel told a symposium sponsored by New York University that spending could be cut by avoiding decisions based on the desire to influence votes and by shifting the responsibility for local projects to state governments. He also suggested a line-item veto, which allows the President to veto parts of bill without rejecting all of it, to limit wasteful spending. Spending and taxing decisions should be linked more closely. Sprinkel said the Administration still looks for 2.7 pct growth in U.S. Real gross national product (GNP) in 1987 and 3.5 pct in 1988. Asked if the latest economic reports signal this rate of economic growth is attainable, Sprinkel said, ""It looks pretty good to me. We've had two very strong employment reports."" He also said federal reserve policy is appropriate, adding, ""It looks like they're on track."" While further reductions are needed in the trade deficit, Sprinkel said the lower dollar is having an impact. The new 1987 tax laws will not hu",5,other
7332,QUAKER STATE <KSF> ARRANGES 100 MLN DLR CREDIT,"Quaker State Oil Refining Corp said it signed a 100 mln dlr revolving credit and term loan agreement with a group of six banks, for which Mellon Bank N.A. is agent. The four-year arrangement has an additional four-year term loan amortization agreement, Quaker said. Quaker said the credit line will be used to finance expansion plans. Quaker's total capital spending program for 1987 is expected to exceed 125 mln dlrs, it said. In 1986, the company's capital spending totaled 71.0 mln dlrs. Quaker also said costs of new store openings and new product introductions will depress earnings in the first half. For the first half of 1986, Quaker reported net income of 26.0 mln dlrs on sales of 473.5 mln dlrs. In the first two months, Quaker opened about 25 new stores. It said it expects to add 150 Minit-Lube fast lubrication service centers in 1987 at a cost of 75 mln dlrs. The company said it is optimistic it will recover in the second half and report higher earnings for full year fiscal 1987. The company reported net income of 50.3 mln dlrs on sales of 899.1 mln dlrs for 1986. Reuter",0,earn
19100,CABLEVISION <CVC> DEAL VALUED AT 56.2 MLN DLRS,"Cablevision Systems Corp said its agreement to buy from CBS Inc <CBS> and the Washington Post Co their partnership interests in four regional sports services will have a value of about 56.2 mln dlrs. It said the sports services, managed by Rainbow Program Enterprises, is expected to close by the end of the year. The services include SportsChanel Associates (New York), SportsChannel PRISM Associates (Philadelphia), SportsChannel Chicago Associates and SportsChannel New England Limited Partnership. Reuter",5,other
4350,EMERSON <EMR> TO ISSUE NEW ZEALAND NOTES,Emerson Electric Co said it will issue about 56 mln dlrs (U.S.) 18.55 pct notes due 1989. It said interest and principal are payable in either New Zealand or U.S. dollars. The notes will be offered through an underwriting syndicate managed by Prudential-Bache Capital Funding at an offering price of 100 pct. Proceeds will be used to retire commercial paper and for general corporate purposes. Reuter,5,other
8435,INITIALS PLUS <IINC> SEES SHARP SALES INCREASE,"Initials Plus said it expects sales in the year ending January 31, 1988 to exceed 10 mln dlrs. The company had sales last year of 256,000 dlrs. Initials said it expects to turn profitable some time in 1988 and sees sales of 100 mln dlrs annually by the end of 1989. The company said it now has over 100 personal retailers marketing its products and expects to have more than 1,000 by the end of 1987. Reuter",0,earn
11294,AVA/DIXONS LITIGATION DROPPED,"Dixons Group Plc <DXNS.L> said that following an agreement with <Audio/Video Af~filiates Inc>, AVA, all litigation between the companies has been dismissed. AVA filed suit against Dixons, Cyclops Corp, Allegheny Corp and others in connection with Dixons' recent tender offer for Cyclops on March 20. Dixons also said in today's statement that Cyacq Corp agreed to end its competing tender offer of 92.50 dlrs per share for all outstanding Cyclops common stock, which total some 5.4 mln shares. In line with Cyacq's decision, Dixons said it would now pay an additional 4.75 dlrs per share to each shareholder whose shares were purchased following its offer for Cyclops at 90.25 dlrs per share. It said the additional amount, when added to the original tender offer, totalled 95 dlrs per share. Dixons said on March 27 that it had raised its stake in Cyclops Corp to about 83 pct, and that it intended to increase from 90.25 dlrs to 95 dlrs the amount per share paid in the merger of a Dixons subsidiary with Cyclops. REUTER",5,other
6250,U.S HOUSE BUDGET CHAIRMAN PROPOSES SPENDING HOLD,"House Budget Committee Chairman William Gray, D-Pa, said he would propose a freeze on all spending for federal government programs for the fiscal 1988 budget to meet budget deficit targets. ""An outlay freeze -- with no additional revenues -- produces almost enough savings to reach the 108 billion dlr deficit target. For fiscal 1988, this would mean total spending of just over 1 trillion dlrs,"" Gray said in a statement. Gray said his plan would call for a freeze in spending on each individual federal program at fiscal 1987 levels. He said this would mean numerous program cuts, lower benefits for recipients of federal assistance and fewer people being served by federal programs. Gray said he would make the budget freeze proposal when the House Budget Committee begins work on the budget resolution this Thursday. The Senate Budget Committee began work on its budget resolution this afternoon. Reuter",5,other
7215,TRADERS DETAIL EC GRAIN EXPORT LICENCES,"The EC Commission granted 25,000 tonnes of free market barley export licences at today's tender and 80,000 tonnes of French maize, grain traders said. The maximum export rebate for barley was set at 137.25 Ecus and for maize at 129.75 Ecus per tonne. All bids for wheat were rejected, they said. Reuter",5,other
16327,PAKISTAN REPORTEDLY BOUGHT WHITE SUGAR AT TENDER,"Pakistan is reported to have bought 100,000 tonnes of white sugar at its weekend tender from a North Korean operator, traders said. The purchase, believed priced around 210 dlrs a tonne cost and freight for fine/medium grain, was due to be shipped for arrival in May (30,000 tonnes), in June (45,000) and in July (25,000 tonnes), they said. Reuter",5,other
19946,A.H. ROBINS <QRAH> TO CONSIDER RORER OFFER,"A.H. Robins Co said its board has concluded that the merger proposal submitted by Rorer Group Inc <ROR> merits further consideration. At the request of the board, Rorer has agreed to extend until 1800 EDT July 2 its deadline for response from A.H. Robins. After Rorer announced its second bid for the company last Thursday, analysts forecast that the Robins family, which holds control of the company, would vigourously oppose any merger. But, the analysts added, that Robins desire to emerge independent from two years of bankruptcy proceedings may be thwarted by some Robins' shareholders who perceive a merger as a more expedient way of dealing with the company's Dalkon Shield related liabilities. After a failed first attempt earlier this year, Rorer's latest merger plan calls for a share swap worth about 720 mln dlrs. Rorer would also set up two trusts to cover the estimated 1.75 billion dlrs in liabilities to deal with about 320,000 claims by women who suffered maladies from the use of the Dalkon Shield interuterine device. Reuter",1,acq
4046,MOSCOW CARRIES OUT NUCLEAR TEST,"The Soviet Union carried out a nuclear test early today, the official Tass news agency reported. According to the report, monitored by the British Broadcasting Corporation, the explosion was at 0200 gmt. A blast on February 26 ended a 19-month unilateral test moratorium declared by the Soviet Union. Moscow blamed the end of the freeze on U.S. Refusal to join a total test ban. Tass said the latest explosion, with a power of up to 20 kilotonnes, had ""the aim of improving military equipment."" REUTER",5,other
12272,HYDRO-QUEBEC HEARINGS TO REOPEN IN OTTAWA,"The National Energy Board said hearings into Hydro-Quebec's request to sell power to the United States will reopen in Ottawa April nine. The board heard nine days of testimony in Montreal after it opened the hearings March 16. Hydro-Quebec is seeking an export license to sell 70 terawatt hours of electricity to the New England Power Pool, a group of about 90 utilities, from the year 1990 to 2000. The contract is valued at three billion Canadian dlrs. A terawatt hour is the power consumed by a city of 100,000 people in one year, or 70 billion kilowatt hours. The hearings are scheduled to last two days in Ottawa. After that, the board will begin its deliberations, which could take as long as two months before a decision is reached. Reuter",5,other
6476,ULTRASYSTEMS INC <ULS> 4TH QTR JAN 31 NET,"Shr 26 cts vs 18 ctsd Net 2,102,000 vs 1,415,000 Revs 44.1 mln vs 42.2 mln Year Shr 21 cts vs 91 cts Net 1,678,000 vs 7,105,000 Revs 155.1 mln vs 149.2 mln Avg shrs 7,960,000 vs 7,808,000 NOTE: Latest year net includes writeoff of investment in Dawn Enterprises ethanol refinery of 79 cts shr. Reuter",0,earn
8301,CANCAPITAL SAYS IT SOLD POCO SHARES,"CanCapital Corp said it sold four mln common shares and one mln common share purchase warrants of <Poco Petroleums Ltd> to Merrill Lynch Canada Inc and First Marathon Securities Ltd for resale to public investors. The common shares will be resold at 15.875 dlrs per share and the warrants will be resold at 7.25 dlrs per warrant. Each warrant may be converted into one common shares of Poco at 9.50 dlrs per share through January 15, 1989. Gross proceeds of 70.8 mln dlrs will be added to the working capital CanCapital Corp. Reuter",5,other
4800,CITICORP <CCI> DENIES RUMORS OF DEBT WRITEDOWN,"Citicorp denied financial market rumors that it has written off some of its loans to Latin American debtors, ""Rumors that we have written off any of our Latin American debt are unfounded,"" a Citicorp spokesman told Reuters in response to London-based rumors in the money markets. Citicorp is the largest bank group in the U.S. and one of the biggest lenders to Latin America, with some eight to nine billion dlrs outstanding to Brazil, Mexico and Argentina, bank analysts said. In response to more specific market rumors that it had taken action on its exposure to Brazil, Citicorp said it made an 8-K filing on the subject with the Securities and Exchange Commission on Tuesday in relation to a registration statement for a preferred stock issue. Citing the filing, Citicorp said that Brazil's recent suspension of interest payments on 68 billion dlrs of commercial bank debt and related actions ""may require Citicorp to place 3.9 billion dlrs of intermediate and long-term Brazilian loans on a cash basis."" When loans are placed on a cash basis, interest or principal payments are only booked when received instead of being accrued on their due dates, analysts noted. However, Citicorp said in the 8-K filing that ""it is premature to make such a decision at this time in view of the fluidity of the situation and management's high confidence in the long-term outlook for Brazil."" Brazil's new central bank governor Francisco Gros met senior commercial bankers here on Wednesday and Citicorp said fo",5,other
6923,WORLD BANK OFFICIAL SAYS BOLIVIA SHOULD SEEK GROWTH,"a senior world bank official said the lending agency planned to authorise almost 70 mln dlrs in new credits to bolster the productive structure of bolivia's state oil company ypfb this year. David knox, world bank vice-president for latin america, said bolivia should invest in projects which would spur growth following six consecutive years of economic contraction. Knox said the world bank supported the economic stabilisation programme adopted by president victor paz estenssoro. Knox said he had suggested to bolivian authorities that they invest as much of their disposable resources as possible in works ""of rapid reaction, and which support the decision to make the bolivian economy grow."" Knox is to hold talks with paz estenssoro, as well as private businessmen and other government ministers during his visit. Reuter",5,other
10484,CORNERSTONE FINANICAL CORP <CSTN> SETS PAYOUT,Qtrly div eight cts vs eight cts prior Pay May 15 Record April 10 Reuter,0,earn
6740,NE ELECTRIC <NES> AUDITORS QUALIFY ANNUAL REPORT,"New England Electric System's auditors have again qualified the utility's annual report because of uncertainty about whether its oil and gas subsidiary can recover its investments. The qualification was noted in the annual report which New England Electric released at a security analysts meeting today. The auditors also qualified the company's 1985 report for the same reason, noting the sharp drop in oil and gas prices in early 1986. President Samuel Huntington told analysts the utility will have to take a write-down of about 235 mln dlrs if Federal regulators do not allow the company to pass on the losses cited by the accountants to its rate payers. Reuter",0,earn
3724,PENTAIR <PNTA> FILES TO OFFER PREFERRED,"Pentair Inc said it has filed for an offering of two mln shares of cumulative convertible preferred stock at an expected price of 25 dlrs per share through underwriters led by <Kidder, Peabody and Co Inc > and <Piper, Jaffray and Hopwood Inc>. It said proceeds would be used to repay bank debt incurred in the acquisition of McNeil Corp last August. Reuter",5,other
19162,THERAGENICS <THRX.O> GETS CANCER PROCESS PATENT,"Theragenics Corp said it will receive a U.S. patent on its TheraSeed localized radiation therapy for treatment of prostate cancer, effective June 23. It said it has obtained product liability insurance for Theraseed and expects commercial sales and distribution to start by July 15. Reuter",5,other
8497,DIXONS SAYS CITICORP TO WITHDRAW CYCLOPS OFFER,"<Dixons Group PLC> said it received a letter on March 19 from Citicorp Capital Investors Ltd, part of the Cyacq investor group making a rival bid for Cyclops Corp <CYL>, proposing to drop the group's offer if Dixons would sell Cyclops industrial businesses to Citicorp. ""Cyacq's main equity investor appears ready to pull out and deal directly with us for merely part of the company"" said Dixons. ""It raises questions as to the strength of their consortium and the purpose of their offer."" Dixons also said a U.S. Federal Court had refused a request by counsel for Cyacq, Audio/Video Affiliates Inc <AVA> and a shareholder plaintiff to prevent Dixons from completing its tender offer for Cyclops. It also said the court refused to require Cyclops to provide Cyacq with confidential information previously provided to Dixons. On Friday Cyacq Corp, an investor group led by Audio/Video Affiliates and Citicorp, raised their offer for Cyclops to 92.50 dlrs per share from 80 dlrs per share, if certain conditions were satisfied. Last week Dixons said it won out over rival bidders for Cyclops after getting 54 pct of Cyclop's oustanding with a 90.25 dlr or 384 mln dlr tender offer that expired March 18. On Friday, Dixons agreed to reopen its tender offer until March 25, Wednesday. Dixons today called Cyacq's higher 92.50 dlr a share offer for Cyclops ""highly conditional."" Reuter",1,acq
3292,CENTRAL BANKERS SATISFIED WITH PARIS ACCORD,"Central bankers said they were generally satisfied with the response to the Paris accord two weeks ago to stabilize currencies at around current levels. Speaking after a meeting at the Bank for International Settlements (BIS), which reviewed the agreement, they also welcomed interest rates cuts in France and today's drop in British rates. One top official said the rate cuts would help to stimulate growth generally in Europe and welcomed that countries other than West Germany were seen to be helping sustain the economy. The central bankers, who spoke on the condition they not be named, said the meeting of governors from the Group of 10 countries also heard a report from Michel Camdessus, the new managing director of the International Monetary Fund, on the IMF's latest assessment of the debt crisis. In particular, they discussed Brazil's debt moratorium. But there was no sense of urgency, they said, and Brazil had made no appeal for bridging loans from the BIS or central banks. Reuter",5,other
13536,LME METAL AM 1ST RING VOLUMES/PAIDS - APR 7,2650 tonnes mainly carries cash nil 3months 880.00 STANDARD - Nil LEAD - 1550 tonnes mainly carries cash nil 3months 299.50 300.00 ZINC HIGH GRADE - 450 tonnes mainly carries cash 455.00 3months nil SILVER LARGE and SMALL - Nil ALUMINIUM - 12000 tonnes all carries cash nil 3months nil NICKEL - 126 tonnes mainly carries cash nil 3months 2360 REUTER,5,other
18979,GILLETTE <GS> PAPER MAY BE CUT BY S/P,"Standard and Poor's Corp said it placed on creditwatch with negative implications Gillette Co's A-2 commercial paper pending the outcome of a possible takeover by Revlon Group Inc <REV>. Revlon, currently bound by a standstill agreement following an earlier bid for the company, has asked Gillette's board for permission to make a 40.50 dlr per share bid for the firm. Should Revlon be successful, Gillette's rating would reflect the weaker credit quality and aggressive nature of Revlon, whose senior debt is rated B, the agency said. Reuter",5,other
4629,AUSTRALIAN TERMS OF TRADE WORSEN IN LAST QUARTER,"Australia's terms of trade fell by a further 3.5 pct in the fourth quarter of 1986 after declining 0.8 pct in the third quarter and 2.7 pct a year earlier, the Statistics Bureau said. It said the seasonally adjusted current account deficit of 3.22 billion dlrs in the quarter would have dropped to 912 mln if not for the terms of trade decline. The fourth quarter decline followed a 1.1 pct fall in export prices and a 2.4 pct rise in import prices, it said. The Bureau noted Australia's terms of trade had fallen by 19.9 pct since the fourth quarter of 1983. REUTER",5,other
15449,EUROPEAN MARKETS REACT QUIETLY TO G-7 COMMUNIQUE,"European currency markets reacted quietly to the G-7 communique, with comments from bankers and dealers ranging from disappointment that it was not more concrete to surprise that the markets should have expected so much. The dollar opened lower against virtually all currencies and traded in a narrow range after the communique, which reaffirmed support for the Paris accord on currency stabilisation but contained no moves to strengthen it. Frankfurt and Zurich dealers saw the dollar staying broadly entrenched in its current trading range. REUTER",5,other
6227,INTERDYNE CO <IDYN> 1ST QTR FEB 1 LOSS,"Shr loss 28 cts vs loss 80 cts Net loss 2,150,000 vs loss 3,722,000 Sales 1,478,000 vs loss 2,097,000 Reuter",0,earn
12770,SOUTH KOREA TO PAY MORE FOR JAPANESE ETHYLENE,"South Korea will pay about 20 pct more for ethylene imported from Japan in the second quarter of the year because increased plastic production in both countries has boosted demand and tightened supplies, chemical industry sources said. South Korea has agreed to pay Japanese trading houses just over 400 dlrs C and F per tonne, up from an average of 350 dlrs in the first quarter and throughout 1986, they said. South Korean demand for imported ethylene this month has risen to 17,000 tonnes from 10,000 last month, and the country may face difficulties covering the extra volume, they said. <Korea Petrochemical Industries Corp>, a producer of high density polyethylene (HDPE) and polypropylene, will more than double its ethylene requirements to 9,000 tonnes a month from 4,000 when it completes a plant expansion at the end of this month, the sources said. <Honan Ethylene Corp's> import requirements have risen to 8,000 tonnes a month from 6,000 tonnes last year to meet strong demand from <Honan Petrochemical Co>, which makes HDPE and ethylene glycol, and <Hangyang Chemical>, which produces low-density polyethylene and vinyl chloride monomer, they said. But Japan's ethylene plants are already operating at almost full capacity of 4.5 mln tonnes a year just to fulfill domestic demand, the sources said. ""And even if Japan had the additional ethylene, there is a logistical problem of finding extra appropriate-sized vessels to ship it to Korea,"" said one trading house source. Japanese tradi",5,other
12477,FRENCH DEBT FELL TO 398.2 BILLION FRANCS END-1986,"French medium and long-term debt fell to 398.2 billion francs at end-1986 from 419.6 billion at end-September and 464.7 billion at end-1985, the Finance Ministry said. The 66.5 billion franc reduction over the full year mainly reflected a 44.8 billion difference between debt redemption and new foreign borrowings, it said. The 21.4 billion franc reduction in the fourth quarter mainly reflected an 11.4 billion franc difference between redemptions and new borrowing, the ministry added. The balance reflected revisions to the previous figures, and the impact of the currency fluctuations on the French franc value of foreign currency denominated borrowings, it said. Expressed in dollar terms, medium and long-term debt fell to 62.7 billion dlrs at end-1986 from 63.4 billion at end-September. The ministry said although the dollar's depreciation favoured a reduction in foreign debt, this was largely offset by the appreciation of other currencies in which 63 pct of French medium and long term debts were denominated at end-1986. While the dollar remained the main borrowing currency, accounting for 37 pct of medium and long-term debt, the mark accounted for 11.5 pct, the European Currency Unit 10.8 pct, the yen 9.4 pct, the Eurofranc 8.7 pct, the Swiss franc 7.3 pct, the Guilder 4.6 pct, sterling 3.7 pct and seven pct others. Taking into account external lending, net foreign debt fell to 81.5 billion francs at end-1986 from 106.7 billion at end-September and 153.7 billion at end-1985. Ext",5,other
9383,TCBY ENTERPRISES <TCBY> SPLITS STOCK,"TCBY Enterprises Inc said its board has approved a three-for-two split of its common stock with a distribution to be made on April 24 to stockholders of record on April 9. The split will increase the number of outstanding shares to over 26 mln from about 17.3 mln shares now, the company said. TCBY Enetrprises is a franchisor and operator of retail stores specializing in frozen yogurt-related treats. Reuter",0,earn
5416,COOPER LASERSONICS INC <ZAPS> 1ST QTR LOSS,"Period ended January 31. Shr loss 22 cts vs profit one ct Net loss 4,700,000 vs profit 150,000 Sales 15.0 mln vs 16.7 mln Avg shrs 21,538,000 vs 19,259,000 Note: Prior qtr figures include gain of 1.1 mln dlrs, or six cts per share, from discontinued operations. Reuter",0,earn
8484,COCA-COLA ENTERPRISES <CCE> SELLS DEBT,"Coca-Cola Enterprises Inc is raising 600 mln dlrs through offerings of 10-year notes and debentures due 2017, said lead manager Salomon Brothers Inc. A 300 mln dlr issue of notes was given a 7-7/8 pct coupon and priced at 99.65 to yield 7.926 pct, or 70 basis points over Treasuries. The notes are non-callable for seven years. An equal-sized offering of debentures was assigned an 8-3/4 pct coupon and priced at 99.40 to yield 8.807 pct, or 115 basis points over the off-the-run 9-1/4 pct Treasury bonds of 2016. Non-refundable for 10 years, the debentures will be subject to a sinking fund beginning in 1998. The sinking fund for the debentures will retire five pct of them a year. The issuer has an option to increase the sinker by 200 pct, giving the debentures an estimated average life of 21.5 years, Salomon said. Moody's Investors Service Inc rates the issue A-2, compared to a AA-minus rating by Standard and Poor's Corp. Allen and Co Inc and Merrill Lynch Capital Markets co-managed the two issues, which were each increased from initial offerings of 250 mln dlrs. Reuter",5,other
15967,PATIENT <PTI> CONSIDERING DEBT RESTRUCTURING,"Patient Technology Inc said it retained an investment banking firm to consider alternatives in restructuring its long-term debt, including a possible exchange offer for 20 mln dlrs of outstanding convertible debentures. On April one, it began consolidating sales, marketing and manufacturing operations. The consolidation is expected to be complete by June one and the company said it is now focusing on restructuring its balance sheet. The company said the first quarter will be adversely affected by the consolidation effort. For the year ago first quarter, the company reported a profit of 100,000 dlrs on 7.3 mln dlrs. The company further said that the second quarter will be transitional period and that earnings growth will resume in the second half of 1987. For the year ended December 31, 1986, Patient reported a net loss of 1.4 mln dlrs on sales of 29.8 mln dlrs, due to write-offs from discontinued operations and a temporary backlog of orders. Reuter",0,earn
19074,CIBA-GEIGY BUYS MINORITY STAKE IN UK CROP FIRM,"Ciba-Geigy AG <CIGZ.Z> said it acquired a minority stake in British cereal breeding company <New Farm Crops Ltd>. It said in a statement the British company's skills in applied plant breeding would assist Ciba-Geigy in applying the results of its biotechnology research and enable it to extend its activities in seeds to crops such as wheat and barley. New Farm Crops of Horncastle, Lincolnshire, will have access to Ciba-Geigy's agricultural research resources, especially in biotechnology. REUTER",5,other
20485,ERICSSON SELLS OFFICE MACHINE DIVISION,"Telefon AB L M Ericsson <ERIC.ST> said it would sell its office machinery unit, with a turnover of two billion crowns, to Norway's <Norska Design Funktion A/S>. Ericsson Information Systems, of which the unit is a part, said in a statement a decision would be reached in November about when the Norwegian firm would take over the operation. No price was given for the deal. EIS managing director Stig Larsson said the deal would allow EIS to concentrate on voice and data communication products. REUTER",1,acq
447,BALLY <BLY> COMPLETES PURCHASE OF GOLDEN NUGGET,"Bally Manufacturing Corp said it completed the acquisition of the Golden Nugget Casino Hotel in Atlantic City, New Jersey from Golden Nugget Inc. Bally also acquired from Golden Nugget various parcels of real estate in Atlantic City, it noted. The transaction included 140 mln dlrs in cash and stock and the assumption of a 299 mln dlrs mortgage. Reuter",1,acq
20131,"EIB 100 BILLION LIRE EUROBOND DUE 1993, PAYS 12 PCT AT PAR - LEAD",,5,other
20453,SANTA FE ENERGY PARTNERS <SFP> 3RD QTR LOSS,"Shr loss 18 cts vs loss 3.61 dlrs Net loss 5,600,000 vs loss 100.2 mln Revs 33.5 mln vs 22.3 mln Avg units 30.9 mln vs 27.5 mln Nine mths Shr loss 22 cts vs loss 4.20 dlrs Net loss 6,800,000 vs loss 113.6 mln Revs 97.3 mln vs 83.4 mln Avg units 30.0 mln vs 26.8 mln NOTE: full name is sante fe energy partners l.p. Reuter",0,earn
5229,JAPAN'S NEC THREATENS LEGAL ACTION AGAINST SEIKO,"NEC Corp <NESI.T> may take legal action to halt introduction of <Seiko Epson Corp>'s NEC-compatible personal computer series, which NEC alleges infringes copyrights for NEC's 9801 V computer series, an NEC official said. ""We may have no choice but to take legal action,"" the NEC official said. A Seiko Epson official said the company's PC 286 series, the first NEC-compatible personal computer, does not infringe on NEC copyrights. He said the company intends to go ahead with plans to market the computers from late April. A Seiko Epson official said of the new machine, ""It's compatible with NEC's machine, so it appears similar. But our intention was to develop an original machine."" Industry analysts said NEC controls about 70 pct of the domestic personal computer market. They said introduction of NEC-compatible machines could start a price war and cut NEC's profits, as happened to IBM following the introduction of IBM-compatible machines. REUTER",5,other
3213,BCI HOLDINGS UNIT PRESIDENT NAMED,"BCI Holdings Corp said it named Stephen Rowley president of Day-Timers Inc, a subsidiary of the company's Beatrice Consumer Durables, effective immediately. It said he replaces Robert Dorney, founder and former president, who will remain as senior vice president, new product development of the company, which produces time management systems. Reuter",5,other
8616,SANTOS LTD <STOS.S> YEAR END DEC 31 NET PROFIT 88.67 DLRS VS 144.04 MLN,,0,earn
8817,"SOUTH AFRICA/BANKS WORK OUT DEBT PLAN, STANDSTILL EXTENDED TO 1990 - BANKERS",,5,other
3729,"FED SETS TWO BILLION DLR CUSTOMER REPURCHASE, FED SAYS",,4,money-fx
9493,TREASURY'S BAKER SAYS EXCHANGE RATE CHANGES WILL REDUCE TRADE DEFICIT THIS YEAR,,2,trade
20205,SUNDSTRAND CORP 3RD QTR SHR 44 CTS VS 1.07 DLRS,,5,other
21161,FED'S JOHNSON SAYS INFLATIONARY FEARS CALMER SINCE LAST DISCOUNT RATE RISE,,5,other
4353,SAMSON ENERGY CO LIMITED PARTNERSHIP <SAM> YEAR,"Net loss 14,144,000 vs loss 863,000 Revs 10.3 mln vs 16.7 mln NOTES: 1986 loss includes write-down of 15.1 mln dlrs in the carrying value of oil and gas properties taken in the first quarter Cash flow from operationswas 6,237,000 dlrs, or 3.01 dlrs per unit, vs 9,315,000 dlrs, or 4.56 dlrs per unit Reuter",0,earn
16284,BLOUNT INC <BLT> 4TH QTR NET,"Oper shr 16 cts vs three cts Oper net 1,930,000 vs 391,000 Revs 313.9 mln vs 308.9 mln Avg shrs 11.9 mln vs 12.0 mln Year Oper shr 60 cts vs 27 cts Oper net 7,215,000 vs 3,340,000 Revs 1.23 billion vs 1.16 billion Avg shrs 11.9 mln vs 12.0 mln NOTE: Prior year net excludes gains 4,896,000 dlrs in quarter and 8,873,000 dlrs in year from termination of overfunded pension plans. Backlog 1.0 billion dlrs vs 942 mln dlrs. Reuter",0,earn
4178,TELCO <TELC> DELAYS DEFENSIVE RIGHTS OFFERING,Telco Systems Inc said its plan to distribute a dividend of common stock purchase rights to shareholders of record on March 16 has been delayed pending the completion of necessary regulatory approvals. Reuter,0,earn
2171,"EC AWARDS 123,000 TONNES BARLEY EXPORT LICENCES AT 138.75 ECUS PER TONNE - TRADERS",,5,other
11677,OVERLAND EXPRESS <OVER> NEGOTIATES NEW DEBT,"Overland Express Inc said it negotiated a restated debt moratorium agreement with its principal secured lender banks. The company said the new agreement extends a prior debt moratorium on principal and interest payments on approximately 30 mln dlrs of long-term debt to June one, 1987. It is subject to repayment of the debt on or before that date at a discount of approximately 8,600,000 dlrs in principal and cancellation of approximately 1,800,000 dlrs of current and deferred interest, the company said. Overland also said it negotiated a 3,000,000 dlr interim credit agreement with its majority owner, <Continental Training Services Inc>. Reuter",5,other
2645,<PETER MILLER APPAREL GROUP INC> 3RD QTR LOSS,"period ended January 31 Shr loss 28 cts vs profit seven cts Net loss 931,000 vs profit 7,000 Sales 2,303,000 vs 2,006,000 Nine mths Shr loss 55 cts vs profit seven cts Net loss 1,619,000 vs profit 185,000 Sales 7,684,000 vs 7,059,000 Note: per share reflects issue of 600,000 shares in October 1986. Reuter",0,earn
4244,CONSUMERS POWER<CMS> TO REDEEM PREFERRED STOCK,"Consumers Power Co said it will redeem 200,000 shares of its 3.85 dlr preference stock at 27.50 dlrs a share plus accrued dividends of 0.320833 dlrs a share. It said the redemption will be made May One to holders of record March 23, with shares selected by random lot. It said some 100,000 of the shares are being redeemed under mandatory sinking fund provisions. The balance will be redeemed at the company's option as part of its efforts to reduce its cost of capital. Reuter",5,other
17514,"SMITHKLINE <SKB>, BOEHRINGER FINALIZE PACT","SmithKline Beckman Corp said it and <Boehringer Mannheim GmbH> signed a final agreement to develop and market new cardiovascular medicines discovered by Boehringer. Under the agreement, SmithKline said, it will have responsibility for developing the products in the U.S. Both partners will market the products in the U.S. and abroad. Initially, SmithKline said, the companies will concentrate on the clinical development and marketing of carvedilol which is a compound to treat mild to moderate hypertension and angina. An application for marketing approval of carvedilol was submitted in West Germany last December, SmithKline said. Applications expected in other European markets this year and submission to the U.S. Food and Drug Administration is projected for 1990. It said work also underway on thromboxane receptor antagonists, compounds which could be useful in accelerating disolution of blood clots and preventing blod clots from occuring in a heart attack as well as in other arterial diseases. The company said two of these compounds are in clinical evaluation in Europe and the U.S. Reuter",5,other
